image,caption_1,caption_2,caption_3,caption_4,caption_5
3247693965_845b3b4349.jpg,A dog is pulling a red sled across the snow .,A tan dog is pulling a red sled in the snow .,A dog wrapped with straps is walking away from a red tray holding a bag .,a tan dog wearing a multicolored color running on the beach,A dog in a harness pulling a pink carrier behind it on snow .
3248220732_0f173fc197.jpg,A skier is falling face first into the snow .,A skier is falling into the snow .,A skier falls down a hill .,A skier falling down a hill .,The skier is leaning forward in the snow .
3248352729_ab264b2222.jpg,A snowboarder with a pink board jumping down a snow covered hill near trees .,Snowboarder on a pink board flying through the air .,A snowboarder jumps across a snowy hill .,a person riding a snowboard with a pink bottom,A snowboarder is jumping over a snowy hill
3248408149_41a8dd90d3.jpg,Two dogs playing in the sand next to a fence .,A large dog plays in the sand with a small dog .,A brown and white dog stands on the sand to look at another dog .,A brown and white dog standing next to a smaller brown and white dog in front of a fence .,Collie dog digs in sand .
3248752274_96740ed073.jpg,A black dog wearing a harness is pulling a sled .,A black dog wearing a harness that is attached to a red sled .,Large black dog is pulling things around on a red sled .,A black dog pulls a red sleigh,A black dog pulls a red sled in the snow .
3249014584_21dd9ddd9d.jpg,a man carves an ice block with a chainsaw .,A man has a chainsaw and is carving a block of ice .,Man carves block of ice with a saw .,Man with an ice sculpture,A man in black shaving a ice sculpture .
3249062399_0dafe5e4f5.jpg,"Three women , one old , one young and one a child , walk down a street .",Three women in hats walk down a sidewalk .,Three women walk in a line on the sidewalk .,"Three Asian women , one elderly , one a child and one an adult crossing a street .",Three women in white hats in a line .
3249125548_700d874380.jpg,The bicyclists are in a race .,Two cyclists lead the pack in a race while wearing long-spandex pants .,A man in orange and blue is in the lead in a bike race .,Three people race their bicycles in competition in the forest .,Cyclists compete in a race that takes them on a dirt mountain road .
3249278583_95cd8206da.jpg,A dog sled with two passengers travelling through the snow .,A team of dogs pulls a sleigh holding two people across the snow .,A complete dog sled team in motion .,Two people are on a sled pulled by many dogs .,Two people on a sled pulled by a team of dogs .
3249597269_935e0a375a.jpg,A grey squirrel bounds over the melting snow .,A brown squirrel is jumping over a snow drift .,A squirrel takes a huge leap over a mound of snow .,A brown squirrel jumps into the air in a snowy area .,A squirrel jumps in the snow .
3249738122_decde6c117.jpg,The crowd watches the musher 's dog sled .,a crowd cheers on a sled dog racer .,Dogs pull a sled in the snow .,A participant in a dog sled race passes onlookers .,Three dogs pull a sled during a race in the snow .
3249865395_dceaa59f54.jpg,five people standing on a sidewalk,three people stand on the sidewalk .,Five people on a sidewalk .,Three girls and a guy wait for a rail train .,a few people waing around at a train stop
3249891130_b241591e89.jpg,four Asian girls are walking through a locker room .,A group of dark haired young ladies in shorts walks past a bank of lockers .,Four dark-haired girls walk the hall toward a bank of lockers .,A group of Chinese teenage girls walking .,A group of dark-haired girls are walking together .
3249891874_6a090ef097.jpg,Four little girls walking together .,Four girls in shorts walk down the street .,Four black-haired girls in shorts are walking .,There are four girls with shorts on walking together .,"Three girls wearing shorts , walking ."
325005410_e1ff5041b5.jpg,People are sitting on bleachers waving American flags .,People waving flags watch a game .,A group of people are at a convention waving American flags .,"A crowd of people are sitting in bleachers , and some are holding American flags .","A crowd of people , some with flags , at an event ."
3250076419_eb3de15063.jpg,Three dogs of varying sizes and colors stand on dirt .,Three dogs are playing together in the dirt .,Three dogs running in the dirt .,three dogs run together .,"Three dogs who are brown , white , and black ( respectively ) play with one another in a dirt field ."
3250589803_3f440ba781.jpg,The guys are shooting hoops .,a man wearing a brown shirt throwing the basketball into the basket .,Several people play basketball outside .,A man jumps up towards the basketball hoop as others watch .,A group of boys are playing basketball and a boy in a brown shirt is throwing a basketball into the basket .
3250593457_9049a73b61.jpg,The woman is holding a baby girl wearing a striped dress .,A child in a striped dress and a woman in a black dress .,A woman holding a small child .,A little girl in a striped dress has a pink scarf .,A woman with a toddler in a striped dress
3250695024_93e8ab7305.jpg,"A man , a woman , a girl , and a younger girl look puzzled and concerned .","Three people looking concerned facing us , a girl in a backback facing away .",A group of people stand together and look at the camera .,"Oriental man , and two women facing camera and young child with back to camera .","A man , woman and one girl face the camera , while one girl faces away ."
3251088971_f4471048e3.jpg,"An older woman sitting at a table in a restaraunt , holding a glass .",An old woman is sitting in a cafe with a glass of water .,A lady is sitting at a table alone in a very colorful place .,An older woman sits at a table in a tank top and skirt .,An old woman drinking water in a yellow room
3251234434_d01e25a50a.jpg,A woman kneeling in the snow attaching a harness on a small tan dog .,A woman in winter clothing kneels next to a small brown and white dog in the snow .,A warmly dressed woman in black kneels with a small tan dog near a crowd of onlookers .,A woman puts a harness on her small brown dog while in the snow .,The woman is holding the harness that the brown and white dog is wearing .
3251460982_4578a568bb.jpg,A German shepherd dog is running in the snow .,A German Shephard runs in the snow .,The large dog is running through snow .,A German-shepherd dog runs through deep snow that has covered grass .,A black and tan dog walking through the snow .
3251646144_d9f4ccca3f.jpg,Two children play on large barrel hoops on a playground .,A boy plays at the playground .,A man is at a park and about to enter a large round structure .,a boy run through a big wheel .,A boy is running in a spinning metal tunnel in the playground .
3251648670_9339943ba2.jpg,Two boys are running in a spinning tube .,Two boys walking to make a cylinder roll at a small carnival .,Two boys are running in a metal barrel .,Two boys are walking inside a human-size exercise-wheel .,Two boys running in a giant metal wheel .
3251906388_c09d44340e.jpg,Two white standard poodles playing tug of war in the snow .,two white standard poodles play with a toy in the snow,Two poodles playing tug-o-war,Two white poodles fighting over something in their mouths in the snow,Two dogs play tug-of-war with a dark object in the snow .
3251976937_20625dc2b8.jpg,"The brown dog running in the snow is carrying a large stick , also covered with snow .",Brown dog runs through snow with a snow covered branch in its mouth .,A dog in the snow carrying a tree limb in its mouth .,A brown dog holding a really big stick .,A brown dog holding a huge stick in its mouth running in the snow .
3252457866_b86614064c.jpg,Two dogs wearing muzzles are running .,Two dogs racing on grass track .,Two brown dogs wearing muzzles race through a grassy field .,Two brown dogs are wearing muzzles and running very fast through the grass .,Two dogs wearing mouth harnesses race through a field .
3252588185_3210fe94be.jpg,A woman laughing by a lake .,A woman standing in front of water and dry grass smiles .,A woman in a white shirt and dark jacket stands in a marsh .,The smiling woman stands in grass near a creek .,A smiling woman stands in front of a body of water with water birds .
3252985078_c4ee2aca4e.jpg,There is a large crowd of runners .,A large pack of men jog in a race .,People with numbers on their chests are running in a pack .,A group of people are running a race .,A crowd of men wearing paper numbers on their shirts run in a race .
3253060519_55d98c208f.jpg,A building with people outside .,"The corner of a building , from the street .",People in front of a beige five story building .,A group of people stand in front of a large apartment building .,an anciet city with people walking the streets .
3254640083_eb34b8edfe.jpg,A man attemping to climb a fake rock wall .,A man climbs a rock wall .,A man climbs up an artificial climbing wall .,a rock climber climbs a rock wall .,A climber is climbing on an artificial climbing wall
3254645823_a7c072481c.jpg,Two snowboarders in the air above snow .,Two snowboarders in yellow and green are jumping in the air .,Two snowboarders are in the air over the snow .,Two snowboarders are suspended in midair after a jump from a snow slope .,Two persons in midair snowboarding .
3254662117_b2e7dede6e.jpg,"Two young men with shaggy hair are waiting outside , wearing warm clothes and backpacks .",Two long haired boys are by a white window .,Two teenage boys walking on the street .,Two young men walking together .,Two guys with long hair standing in front of a window .
3254817653_632e840423.jpg,A family picture,A group shot of four guys and one girl in front of a brick building .,A group of five adults stand posing in front of buildings .,A group of people stand together and pose in front of a house .,A group of adults wear sweaters and have their hands in their pockets .
3255017708_2b02bfcdcf.jpg,A man in American flag shorts holds a white cube at the entrance of a marble building .,A man in flag underwear standing on the steps with a book and black shoes on .,A man in American flag shorts stands at the top of the stairs .,A man wearing US flag boxer shorts is standing on a stairway .,Person standing on step wearing American flag shorts and holding a box .
3255482333_5bcee79f7e.jpg,a skier is throwing up snow as he skis off piste .,A person dressed in red and grey is skiing down a snowy slope .,A skier wearing white sunglasses is skiing down a snowy mountain very fast .,A skier skiing downhill in a cloud of snow .,A man is skiing down a mountain .
3255620561_7644747791.jpg,Snow covered wooded area with a structure and a person in white top and orange pants in midair .,The skier jumps over a hut in the snow covered forest .,The skier wearing orange pants is jumping over the wooden roof .,A person ski jumps off an A frame shack .,A snowboarder jumps over a shed which is almost covered with snow
3255732353_fbc487aefc.jpg,A girl in pink tosses a snowball a girl wearing blue .,Two girls are playing in the snow and throwing snowballs .,"Two girls in winter jackets , knit hats , and glvoes are outside in the snow .",A child in pink throwing a snowball at a child in blue .,Two young kids wearing winter coats play in the snow .
3255737244_1f8948fc07.jpg,The two children stand on a cobblestone street and play .,A girl and boy hugging in the cobblestone street .,A little boy kisses a little girl on the side of the road .,Two young children playing on the street .,A little boy tells a secret to a little girl
325576658_59f68bdbd6.jpg,A man is sitting on a blue bench with a blue blanket covering his face .,The man sitting on the blue bench has a blanket covering his head .,A person with a blue blanket on his head sits on a metal bench in an urban neighborhood .,A person on a blue bench under a blue blanket .,A man sits on a blue city bench with a blue blanket over his head .
3256043809_47258e0b3e.jpg,a brown and white dog is sniffing the snow covered ground .,A slender dog checks out a snowy patch of land .,A lean white and brown dog makes its way through a patch of snow .,A brown & white greyhound dog sniffs the snow .,A brown and white dog walking in the snow near a fence .
3256272547_5ae6c66293.jpg,A man walks past burning piles in front of a crowd with cameras,A man in an orange shirt is standing in a fire .,A man is walking through fire .,A man in an orange shirt is walking over fire while a crowd watches .,A man walks between burning piles .
3256274183_4eab3b2322.jpg,"Two men in combat fatigues , one grabs the other 's foot on grass near parking lot .","A man on the ground near a row of cars , and another man standing holding the first man 's leg .",A cadet is being taught how to properly stretch his right leg .,A man in military fatigues is assisting another man who is lying on the ground in front of a row of parked cars .,One man is helping another man get under a boundary line .
3256275785_9c3af57576.jpg,A man in black shorts is jumping off planks of wood .,A man is diving off logs while wearing all black gear .,A man jumping off of some logs .,A man with a black shirt jumps from a wooden plank on a cloudy day .,A man jumps off a wooden structure .
3256456935_664a7a5bba.jpg,kid practicing karate move,A girl in martial arts class is kicking a dummy .,The girl with the red belt is kicking a pad that the person in black is holding .,A young girl in martial arts class kicks a bag .,Little girl kicks black object at karate class .
3256603992_67312b5a36.jpg,A man in a blue shirt is hiking through green foliage .,Man standing in the midst of plants is giving two thumbs up .,A man wearing sunglasses and a blue shirt walks in a dense forest .,A man in a blue shirt hikes through a nature trail .,A man hiking in the wilderness giving the camera a thumbs up .
3257103624_e76f25ff9e.jpg,A man in dark gear and a man in light gear wade through deep water .,Two men are racing in the water .,"Two men , one in a blue swimcap , stand in torso-deep water .","Two men , walking waist deep in water , with one man shirtless with green hair and bright pink arms .",two men walk through the water .
3257107194_f235c8f7ab.jpg,Two men trying to hoist themselves up from the water on to a walkway made of tires .,Two men are playing with tires in muddy water .,Two boys hanging off a tire dock .,"One man in the hole of a tire in water , and another man getting up from the water next to him .",Two men climb onto tires while sitting in the muddy water .
3257182199_5fda78d870.jpg,A lot of surfers stand out in the ocean with their boards waiting on a wave .,Many surfers are sitting on their surfboards in the calm ocean .,Multiple surfers are out in the ocean waiting for a wave .,People line up in the ocean .,Surfers line up in the water awaiting the next wave .
3257207516_9d2bc0ea04.jpg,A boy and a young woman in a headscarf make peace signs .,A boy and a woman in Arab costume making peace signs .,A woman wearing a blue headcover and a boy wearing a scarf hold fingers in peace signs .,A woman with a blue headdress and a boy with a headband make a peace sign with their fingers,A girl in a headdress and a boy with a bandanna are giving the peace sign to the camera .
3257277774_aba333a94c.jpg,A black and white dog jumps in the snow .,Large black and white dog jumping in the snow .,A dog jumps in the snow .,A black and white dog jumping in the snow .,A dog jumps high in the snow .
3258391809_38fc6211f7.jpg,A man and a woman adjust a camera on a tripod outdoors .,A pair work with the camera .,The man and the woman worked together to adjust the camera .,Two young adults are setting up the video camera for some action .,A man and woman setup a camera .
3258394043_a0b6a94dce.jpg,A little girl in a pink jacket is in the middle of the frame .,Two little kids are on a production set with seven adults .,Several people are preparing to film a scene involving a young schoolgirl and a young schoolboy .,a boy holds up his paper while men stand around a table .,A group of adults and children doing some activity on a sidewalk outside .
3258395783_2de3a4ba27.jpg,A man with long hair is looking through a camera .,A camera team wearing jackets stands in front of a white building .,A man shoots footage with a camera as two women look on .,Three people stand outside one has a camera on a tripod .,A man is setting up a camera to take shots of something that ca n't be seen near a ZCHTV wall .
3258396041_69717247f7.jpg,A man in a black jacket holds a microphone up to a girl 's face .,A man in a black jacket is holding a microphone toward a young girl with long brown hair .,A man holding a microphone up for a woman .,a male reported in a black and white jacket interviewing a young woman,A man holding a microphone in front of a person 's face .
3258397351_1a70f1993d.jpg,A child being interviewed by a man with a microphone .,A man interviews a boy in front of a crowd of people .,The man is interviewing a teenage boy in front of an audience .,A man interviews a boy in a gathering of people .,A group of people watching a boy getting interviewed by a man .
3258472448_75cfab5e6f.jpg,"Three people , one of whom is on fire .",A person on fire .,A person on fire runs to the left and two other people face him .,Stunt man on fire with two men watching .,A man is engulfed in flames while two movie crewmen supervise .
3258874419_23fec1bdc1.jpg,Racedog has the number 8 .,A greyhound dog wearing a yellow and black shirt runs along a dirt racetrack .,"A dog , wearing a number 8 , running in a race .",Grey dog with muzzle and with the # 8 yellow striped identification is running .,"A greyhound runs in a race , bee striped jacket , number eight ."
3259002340_707ce96858.jpg,A black dog with a purple collar running .,a black dog with purple collar running,A black dog with a purple collar is running .,The black dog is wearing a purple collar with a black leash as he is running .,A black dog with a purple collar and a black leash runs in the grass .
3259110412_9908c45144.jpg,a view of some large snowcapped mountains,A rock face is covered with snow and ice .,There is a pile of white snow .,Beautiful mountain scenery and a ski lift .,A rocking climbing mountain inside a building .
3259119085_21613b69df.jpg,"A group of people laying in the snow , while another person jumps them .","One boy jumps over several other boys laying in the snow with his sled , while one boy sits on one end .",A sledder is making a jump over other kids lying in the snow .,A person rides a sled over several people .,A group lies in the snow while someone on a blue snow sled jumps over them .
3259160693_067ec7ebc3.jpg,A man stands on one hand in the street while a crowd watches .,A man break dances as a crowd watches .,A man dancing on the street in front of a crowd .,The guy in the black jacket is standing on his hand on a checkered rectangle .,A man dances on a mat in front of a crowd .
3259222690_69737f2a6e.jpg,a man in a beige shirt is operating a video camera next to a girl in a black sweater .,A man sets up a video camera while a woman stands behind him .,A man is setting up a camera on a tripod while a woman stands in the background .,A man preparing a camera on a tripod,Two people with photograhi equipment standing beside a tree with computer equipment in the background on table .
3259222980_04fb62df97.jpg,Two men stand behind a table with electronics on it .,two men with a lot of electrical equpiment on a table in front of them .,Two men are standing in the street behind a table that has a laptop and a TV monitor on it .,two men looking at a screen,Two men are setting up some electronic equpitment
3259225196_750c4ce0f9.jpg,Two women set up a small flatscreen computer .,two women are watching a monitor screen outside in a city street .,Two women on a street are stopped at a television .,Two women are looking at a monitor with a long antenna .,"Two women , a TV with antenna before them , one is watching the other is looking down ."
3259228898_cefd04580b.jpg,"A man with a "" Backyard Babies "" has a black box in front of him and a crowd on chairs behind him .",a man sitting in front of a stage,A man sits on the stage giving technical assistance for a performance .,Crowd behind man working projector,A man is kneeling in the top step while many people are behind him sitting in chairs .
3259229498_2b5708c0c6.jpg,People are seated outdoors to see someone onstage .,A person standing on a stage in front of a seated crowd,People are watching an outside presentation .,"A lone performer or lecturer takes the stage in an urban setting , for a crowd of about 30 spectators .",An older crowd looks up at a small stage in the street .
3259231890_16fe167b31.jpg,A woman leans against the wall while a camera operates next to her .,A woman in a black coat with a camera on a tripod,A woman stands against a wall near a video camera .,a woman stands behind a video camera .,A girl in black is starring off into the distance .
3259579174_30a8a27058.jpg,Young boy in a winter hat sliding down a snowy hill .,A young child coming down a snowy hill with snow flying around him near tiretracks .,A young child slides down a snow slope while smiling .,A smiling boy with hat playing in the snow .,Little boy sledding down a snow covered hill .
3259666643_ae49524c81.jpg,A basketball player performing a lay-up .,The man in white is playing basketball against the man in blue .,"Basketball player wearing a white , number 23 jersey jumps up with the ball while guarded by number 13 on the opposite team .","A boy in a blue basketball uniform , number 13 and a boy in a white basketball uniform , number 23 jump for the ball .",A man in a white uniform jumps while holding a basketball as another in blue blocks him .
3259694057_fae7484b0a.jpg,a dog walks across the sand .,A dog walking around with his leash but not with his owner .,A sandy colored dog walking toward the camera with its leash attached and dragging below .,A tan and white dog walks in the sand on a nice day .,Dog with lease poses for the camera with its tongue hanging out .
3259757648_71edb4347b.jpg,A dog is jumping over a blue and white obstacle course fence .,A light colored dog leaps over a hurdle .,A dog runs headlong towards a hurdle .,a tan dog jumping over a goal net on a large grassy field,A dog leaps over a barrier .
3259883609_6a1b46919e.jpg,A dog looking at a swan in the water .,A brown dog on a dock faces a white swan in the water .,A dog is looking at a white swan swimming in a lake .,A brown dog and a swan having a confrontation beside a pond .,A dog on a deck confronting a swan .
3259991972_fce3ab18b2.jpg,Young man break dancing in the street .,A break dancer spins on his head outside as onlookers watch the performance .,A man stands on his head in front of a crowd .,A man spinning on his head on a city sidewalk near a checkerboard mat .,Man standing on his head near a black and white pattern in the street .
3259992164_94600858b3.jpg,people are dancing on a checkered platform while people are watching,Many people are watching street performers dancing .,"Two men break dancing , with a crowd looking on .",Two men are performing on a sidewalk as a crowd watches,two men dancing on a checker board in front of a crowd
3259992638_0612a40288.jpg,A man kneels on the sidewalk as a crowd watches .,"A man down on one knee in the foreground , three others behind him , and a crowd surrounding them .",A man posing in front of a crowd on a busy street .,Many people are watching two men performing in a busy street .,Two green shirted males perform on the square as people watch .
3259992722_4c5e895734.jpg,A crowd in a European square watching a green shirted man .,Man in colorful jersey and cap performs for crowd in urban area .,A man in a jersey stands in front of a large crowd .,A man with a yellow and green shirt is standing in front of a crowd of people .,A gentleman in a green jersey is entertaining a crowd of people .
3260088697_af9b6d2393.jpg,Boy in sunglasses walking in the ocean .,A boy plays in the surf .,People stand in the surf .,A boy running through surf on a beach .,a young boy wearing sunglasses playing on the shore at the beach
3260191163_6c1551eee8.jpg,Two brown dogs are wrestling in a grassy field .,Two brown dogs play or fight .,Two dogs run across the grassy field .,Two brown dogs are playing in a field .,Two large brown dogs run along a field playfully .
3260214530_7179346407.jpg,A woman with a young girl pose with bear statues in front of a store .,A woman and little girl are sitting on a wooden bench beside a wooden bear .,A young girl being held by an older woman wearing bluejeans sitting on the lap of a bear statue near the entrance to a wooden building .,A woman holds a little girl next to a large wooden carving of a bear .,A woman and child sitting on a bench beside a wooden bear carving .
326028454_fb396167e6.jpg,A man in a black leather jacket is sleeping in a subway car .,Dark skinned male in leather jacket sleeping .,A man asleep on the subway .,The man in the leather jacket sleeps on the subway .,A man in a black leather jacket falls asleep on public transportation .
3260768565_2b725be090.jpg,People are gathering under colored lights in a large tent .,A man stares out a window .,A dark tent with nightclub lighting and people dancing with a man in a suit in the foreground .,A man looks on in a club .,A group of people in a dimly lit night club .
3260975858_75d0612a69.jpg,A dog sledding team pulling a man wearing a bright orange jacket in the snow .,A pack of sled dogs pulling a sled through a town .,A man is in a dog sled race with snow on the ground .,Dogs lead a sled with a man in an orange parka through the snow .,A man in an orange snowsuit is on a dogsled in the snow .
3261493263_381a4c5cc7.jpg,A dog sled races through the snow .,Dogs are pulling a person on a sled in the snow .,A dog sled team and their driver .,The musher is pressing the dogs to the finish line .,A musher waves and smiles behind his dogs who are running in snow .
3261666285_86fceb762d.jpg,A basketball player in white is trying to defend against the player in black who is dribbling the ball .,Two teams are playing basketball as one man is driving towards the hoop .,An african american runs with a basketball as a caucasion tries to take the ball from him .,White player attempts to get ball from black player on basketball court .,Guy in black uniform dribbling basketball away from guy in white uniform
3262075846_5695021d84.jpg,A bunch of men play rugby on a muddy field .,A group of opposing players are in the middle of a rugby game .,Men play rugby .,A group of men are playing rugby .,
3262301835_9f1a49b80a.jpg,Three pole wait for a bus outside a building .,Three people are waiting on the curb as a man walks by .,A man is holding a bus pole in front of a building .,One man holding a post and another man and woman waiting to cross the street looking to their left .,Two elderly men and one elderly woman standing on a sidewalk staring to their left .
3262386960_14f5d857db.jpg,The people in the masks are fencing .,Two fencers in full gear duel in a gym .,A few players show off their jousting skills in a gym .,Two fencers in white suits and black masks compete in a gymnasium setting .,Two fencers in gear fighting in a fencing class
3262475923_f1f77fcd9f.jpg,The two men are playing Frisbee in a field .,two player run for the Frisbee .,Two men in long sleeved clothing are playing Frisbee in a park .,Two men in wintry athletic clothing play ultimate Frisbee .,Two men play Frisbee in the park .
3262647146_a53770a21d.jpg,boy jumps through mud puddle .,Two children are playing in a mud puddle .,A little boy jumps in the air while his younger brother looks on .,two little boys play with a puddle .,The two young boys play in a puddle on a comfortable day .
3262760716_1e9734f5ba.jpg,A man holding a baby who is holding black glasses .,"A man holds a baby , which is chewing on eyeglasses .",Baby with his dads glasses in his mouth .,A baby holding glasses looks at the camera while a man hugs him .,A man holds a baby who is holding eye glasses .
3262793378_773b21ec19.jpg,A person on a bike leaps high in the air at a beach .,Person in orange shirt balancing bicycle on wire,An extreme cyclist in red shirt and helmet jumping his bike over a guidewire,A biker lets go of the handlebars while flying over the ground .,A bicyclist is attempting a trick on a wire in a tropical location .
3262849619_0bc4f88ef9.jpg,A black and white dog biting onto a chunk of ice .,A brown and white dog walks in the snow with a big chunk of snow in his mouth .,A black and white dog with a chunk of snow it its mouth while walking on a snowy surface .,A long-haired brown and white dog carries a snowball in his mouth .,A brown and white dog is carrying a snowball .
3263141261_db3a4798b5.jpg,A lady is chasing after a little boy .,A little boy in a blue jacket is running and being chased by a woman .,A little boy in blue is being chased by a woman in blue .,A boy in blue runs away from a woman in blue .,A young boy is playing in the park with his mother .
3263215700_e27f81f8b9.jpg,Two white dogs swimming in the ocean .,Two dogs are swimming through deep water within close proximity to one another .,Two white dogs are swimming .,White dog in the water .,Two white dogs swim face to face in shady water .
326334188_8850b7bfd4.jpg,A man with headlight gear is standing in a cave .,A man with a blue hat with a headlamp on it is standing in a cave .,A man exploring a cave .,a man wearing a blue hardhat with a lamp is standing in a crevice of a cave .,A worker wearing a hardhat is working inside a cave .
3263395801_5e4cee2b9e.jpg,A motorcyclist navigates a forest trail .,A motocross bike is being ridden along a woodland path .,A dirt biker rides his motocycle through the woods .,A person rides a motorbike on a dirt path surrounded by trees .,A dirt biker in the forest .
3263497678_8bb688ca01.jpg,Two people are in running race starting position with a long lane field ahead of them .,Two runners are at the starting line getting ready to race .,"Two runners are at the starting blocks , readying for a race .",Two runners get ready to race on a track .,The 2 runners are ready for the track .
3263741906_6e4508d1c8.jpg,Blonde dog running down road,A yellow dog runs down a dirt path .,A dirty dog is running down a vacant road .,A dog running down a paved road .,A dog is running on a pathway .
3263946591_a1558b77d3.jpg,A person wearing a red and black uniform jumps on a motorbike .,A motor-cross rider in red splashes through mud and rain with his motorcycle .,"A man on a red dirt bike drives in the mud , covered in spray .",A guy riding a bike through mud and water .,A motorcycle racer has hit some mud on the track .
3264337159_e1680a35ba.jpg,A white dog with an orange spot jumping through dried grass .,A white dog leaps through dried cattails coming through the snow .,A white dog is jumping in some cat tails .,A white dog runs through dried cattails in a snowy field .,A dog is running through reeds towards the ocean .
3264350290_f50494e835.jpg,A boy performs a skateboard trick in a parking lot .,A skateboarder attempts a trick on the side of a low wall .,A boy is balancing his skateboard on a cement wall .,A boy does skateboard tricks on a railing .,A boy grinds a ledge on his skateboard .
3264397357_72f084cac1.jpg,A dark haired lady with a big smile is wearing a bright red scarf .,A woman wearing a red scarf smiles in front of a mountain background .,A woman in a red scarf smiles for the camera .,A brown haired woman wearing a red scarf near a stream .,A woman wearing a red scarf is standing on a hill by a winding road .
3264464625_c711cc40c6.jpg,People in a pool and something just created a large splash .,Three people are in a pool dodging a giant splash .,"A group of people are in a swimming pool , being splashed .",A large water splash near three swimmers .,People are splashed by water coming down a shoot .
326456451_effadbbe49.jpg,A rottweiler running .,A black dog is running quickly along the ground .,The brown and black dog sprints across the snow .,A black dog in the middle of running or leaping .,There is a black and tan dog bounding through the air .
3264650118_be7df266e7.jpg,A man skiing through a wintry wooded area wearing a red jacket .,A man skies on the snowy ground among trees .,Cross-country skiers are traveling through a snowy forest .,A man cross-country skis on a snowy path .,People hike in the snow surrounded by trees .
3264678536_46601d25f0.jpg,A small black and brown dog on a leash is jumping on a bigger tri-colored dog on a leash .,"A dog is nipping at the ear of another dog on a leash , in a park .",A dog holds a smaller animal in its mouth .,A large dog holding a smaller dog .,A small dog jumps up to play with a larger dog .
3264937930_9623496b64.jpg,A group of people climb into a hot air balloon .,A group of people are firing up a hot air balloon .,A hot-air balloon getting filled .,People gathered around a hot air balloon in the process of inflating .,A crowd surrounds a grounded hot air balloon .
3265162450_5b4e3c5f1b.jpg,Three dogs are running down a snow covered hill .,Three dogs walk together across a snowy field .,Two mostly white dogs are in the snow with a black and red dog .,Three dogs race in the snow together .,Three dogs running through the snow .
3265209567_b3b9c8e0fe.jpg,A dog is running past a farm animal nearby a fence diving tall and short grass .,The brown and white dog ran through the green grass .,Dog and cow in field .,A brown and white dog walks behind a brown cow .,A dog running along beside a cow in a grassy field .
3265527323_6431f00692.jpg,The white dog is ignoring the black and white chicken .,Chicken pecking at the ground .,A chicken and a white dog in the mulch .,A white dog rests on a log as a chicken pecks at the ground .,A dog and a chicken next to a building .
3265578645_4044a7049a.jpg,A person with long hair and a black coat stands in the street in front of a bus while people on the sidewalk look on .,A woman in jeans and a black jacket standing on the road in front of a white and red bus .,The person looks cautiously into traffic to be sure no car is coming .,A person stands in front of a white and red bus .,Man with back to camera standing in front of a bus
326585030_e1dcca2562.jpg,A person on a boat in a canal .,A man steers a boat through the canal lined with colorful houses with red roofs .,A man steers a blue boat past brightly colored houses .,A man drives a boat along a waterway lined with apartments .,a man driving a blue boat passes by some colorful houses .
3265864834_e0229020dd.jpg,A brown dog making a funny face while standing on a beach .,A dark brown dog rapidly shaking off .,A brown dog wearing a chain around its neck is shaking it head .,a brown dog wearing a chain collar on a mountain running crazily .,A brown dog shaking its head .
3265964840_5374ed9c53.jpg,A man in a yellow hat is crouching on his snowboard .,A snowboarder flies through the air on a red snowboard in front of a snowy landscape .,A boy on a snowboard leaps through the air .,A snowboarder landing on a pile of wood .,A man in a blue shirt and green cap on a red snowboard .
3266261886_36e1323d2f.jpg,Two sumo wrestlers in a fight .,Sumo wrestlers pushing against each other .,Two people are sumo wrestling .,Two sumo wrestlers wrestling .,A sumo wrestler with a brown belt is pushing another wrestler in a bout .
3266306177_7994dc2865.jpg,A large brown dog and small black dog walk on the snow .,"Two dogs are standing in snow , the smaller one barking at the larger one .",A brown dog is running in the snow with a smaller black dog running behind it .,"Two dogs , a big dog and a small dog , run in the snow .",A little black dog and a large brown dog are out in the snow .
3266399073_40820596d5.jpg,A man speaking with two women .,Three people sit at table by red siren .,A group of people in a dim room .,A man and two women sit in a darkened room at a table with candles .,Patrons share a drink at nightclub .
3266406566_d64e57e65a.jpg,A woman and two kids sit in a straw hut with a blue blanket on the floor .,"Two children and one young woman inside a straw hut , looking outwards .",A black woman and two black children are sitting in a thatched tent .,Three African children sitting in a bamboo tent .,Three young children are sitting on the floor of a grass hut .
3267644370_f2728d6c7a.jpg,A skier is using a refrigerator as a ramp .,A skier goes up a refrigerator in a snowbank .,a person snowboarding on a refrigerator,A skier on the side of a refrigerator that 's in a snowbank with the sun in the background .,"A refrigerator is stuck in a bank of snow , and a man is skiing on it ."
3268175963_113d90d178.jpg,The man sang a song while another man played guitar .,A man sings as another is playing guitar .,A dark haired man standing up singing and a man in a brown hat sitting playing guitar .,two musicians singing and playing,Singer and guitarist performing .
3268191118_ba25fabab6.jpg,A bmx rider makes a jump .,A bicyclist is doing a trick in midair .,A bicyler is performing a trick in the air .,A man in a beanie doing a bike trick .,Picture of biker in midair of a jump .
3268407162_6274e0f74f.jpg,a tennis player hits the ball .,A man plays tennis dressed in U of Miami colors .,A man wearing an orange shirt hits a ball with a tennis racket .,man dressed in orange and white hitting a tennis ball with racquet,A man in an orange shirt hitting a tennis ball with a racket .
